Year,State,Money spent on C and J (Billion),Population,Revenue,Money spent by tax payers
2030,Maryland,121040275.0416727,6614101.637861788,1214100045.4614334,2009.788727225874
2031,Maryland,123434777.99666595,6657380.458971053,1235825996.363083,2046.984592708921
2032,Maryland,125829280.9516592,6700659.280080318,1257551947.2647324,2084.180458191968
2033,Maryland,128223783.90665245,6743938.101189569,1279277898.1663895,2121.3763236750183
2034,Maryland,130618286.8616457,6787216.922298834,1301003849.068039,2158.5721891580633
2035,Maryland,133012789.81663895,6830495.743408084,1322729799.9696884,2195.768054641112
2036,Maryland,135407292.7716322,6873774.564517349,1344455750.871338,2232.963920124157
2037,Maryland,137801795.72662544,6917053.385626614,1366181701.772995,2270.159785607206
2038,Maryland,140196298.6816187,6960332.206735864,1387907652.6746445,2307.3556510902545
2039,Maryland,142590801.63661194,7003611.027845129,1409633603.576294,2344.5515165732995
2040,Maryland,144985304.5916052,7046889.84895438,1431359554.477951,2381.747382056348
2020,Massachusetts,90343525.53417158,6658465.346529778,1302105906.1979065,1354.30762059886
2021,Massachusetts,92173609.63782358,6671901.459728748,1329989009.6984406,1380.1627524252344
2022,Massachusetts,94003693.74147558,6685337.572927717,1357872113.1989746,1406.0178842516052
2023,Massachusetts,95833777.84512758,6698773.686126687,1385755216.699501,1431.8730160779833
2024,Massachusetts,97663861.94878006,6712209.799325656,1413638320.200035,1457.728147904365
2025,Massachusetts,99493946.05243206,6725645.912524626,1441521423.7005615,1483.5832797307376
2026,Massachusetts,101324030.15608406,6739082.025723595,1469404527.2010956,1509.4384115571138
2027,Massachusetts,103154114.25973606,6752518.138922565,1497287630.701622,1535.2935433834846
2028,Massachusetts,104984198.36338806,6765954.252121534,1525170734.202156,1561.1486752098608
2029,Massachusetts,106814282.46704006,6779390.365320504,1553053837.7026825,1587.0038070362352
2030,Massachusetts,108644366.57069206,6792826.478519473,1580936941.2032166,1612.8589388626078
2031,Massachusetts,110474450.67434454,6806262.591718443,1608820044.703743,1638.7140706889913
2032,Massachusetts,112304534.77799654,6819698.704917412,1636703148.204277,1664.569202515364
2033,Massachusetts,114134618.88164854,6833134.818116382,1664586251.7048035,1690.4243343417384
2034,Massachusetts,115964702.98530054,6846570.931315351,1692469355.2053375,1716.2794661681128
2035,Massachusetts,117794787.08895254,6860007.044514321,1720352458.705864,1742.1345979944854
2036,Massachusetts,119624871.19260454,6873443.15771329,1748235562.206398,1767.9897298208616
2037,Massachusetts,121454955.29625654,6886879.27091226,1776118665.7069244,1793.8448616472342
2038,Massachusetts,123285039.39990902,6900315.384111229,1804001769.2074585,1819.6999934736177
2039,Massachusetts,125115123.50356102,6913751.497310199,1831884872.707985,1845.5551252999921
2040,Massachusetts,126945207.60721302,6927187.610509168,1859767976.208519,1871.4102571263666
2020,Michigan,128069802.24276352,10599652.898583129,1224345537.2026062,1265.4715453695492
2021,Michigan,130629091.52901936,10653307.313797548,1245210437.1874466,1289.2557004953899
2022,Michigan,133188380.81527424,10706961.729011983,1266075337.1722946,1313.039855621221
2023,Michigan,135747670.10153008,10760616.144226402,1286940237.1571426,1336.8240107470617
2024,Michigan,138306959.3877859,10814270.559440836,1307805137.1419907,1360.6081658729017
2025,Michigan,140866248.6740408,10867924.974655256,1328670037.1268387,1384.3923209987333
2026,Michigan,143425537.96029663,10921579.38986969,1349534937.111679,1408.1764761245736
2027,Michigan,145984827.24655247,10975233.80508411,1370399837.096527,1431.9606312504138
2028,Michigan,148544116.53280735,11028888.220298544,1391264737.0813751,1455.7447863762454
2029,Michigan,151103405.8190632,11082542.635512963,1412129637.0662231,1479.5289415020857
2030,Michigan,153662695.10531807,11136197.050727382,1432994537.0510635,1503.3130966279173
2031,Michigan,156221984.3915739,11189851.465941817,1453859437.0359116,1527.097251753758
2032,Michigan,158781273.67782974,11243505.881156236,1474724337.0207596,1550.8814068795982
2033,Michigan,161340562.96408463,11297160.29637067,1495589237.0056076,1574.6655620054298
2034,Michigan,163899852.25034046,11350814.71158509,1516454136.990448,1598.44971713127
2035,Michigan,166459141.5365963,11404469.126799524,1537319036.975296,1622.2338722571103
2036,Michigan,169018430.82285118,11458123.542013943,1558183936.960144,1646.0180273829424
2037,Michigan,171577720.10910702,11511777.957228377,1579048836.944992,1669.8021825087822
2038,Michigan,174137009.39536285,11565432.372442797,1599913736.9298325,1693.5863376346229
2039,Michigan,176696298.68161774,11619086.787657231,1620778636.9146805,1717.370492760454
2040,Michigan,179255587.96787357,11672741.20287165,1641643536.8995285,1741.1546478862947
2020,Minnesota,77747730.71677542,5862459.484391585,895015172.7534485,1424.2273657019978
2021,Minnesota,79595226.5494771,5915668.633277774,915120563.7217789,1454.7779487328262
2022,Minnesota,81442722.38217926,5968877.782163978,935225954.6901016,1485.3285317636655
2023,Minnesota,83290218.21488094,6022086.9310501665,955331345.658432,1515.8791147944976
2024,Minnesota,85137714.0475831,6075296.079936355,975436736.6267624,1546.4296978253333
2025,Minnesota,86985209.88028479,6128505.228822559,995542127.5950928,1576.9802808561653
2026,Minnesota,88832705.71298695,6181714.377708748,1015647518.5634155,1607.5308638870047
2027,Minnesota,90680201.54568863,6234923.526594952,1035752909.5317459,1638.081446917833
2028,Minnesota,92527697.37839079,6288132.675481141,1055858300.5000763,1668.6320299486724
2029,Minnesota,94375193.21109247,6341341.8243673295,1075963691.4684067,1699.1826129795008
2030,Minnesota,96222689.04379463,6394550.973253533,1096069082.4367294,1729.7331960103365
2031,Minnesota,98070184.87649632,6447760.122139722,1116174473.4050598,1760.2837790411686
2032,Minnesota,99917680.70919847,6500969.271025926,1136279864.3733902,1790.8343620720116
2033,Minnesota,101765176.54190016,6554178.419912115,1156385255.3417206,1821.38494510284
2034,Minnesota,103612672.37460232,6607387.568798304,1176490646.3100433,1851.9355281336757
2035,Minnesota,105460168.207304,6660596.717684507,1196596037.2783737,1882.4861111645077
2036,Minnesota,107307664.04000616,6713805.866570696,1216701428.246704,1913.0366941953434
2037,Minnesota,109155159.87270784,6767015.0154569,1236806819.2150345,1943.5872772261719
2038,Minnesota,111002655.70541,6820224.164343089,1256912210.1833572,1974.1378602570112
2039,Minnesota,112850151.53811169,6873433.313229278,1277017601.1516876,2004.6884432878433
2040,Minnesota,114697647.37081385,6926642.4621154815,1297122992.120018,2035.2390263186826
2020,Mississippi,35212714.0475831,2931113.0681921504,275512157.14502335,1190.4764022486188
2021,Mississippi,36078330.05000758,2934404.735679649,280950196.99954605,1219.041858046792
2022,Mississippi,36943946.0524323,2937696.4031671463,286388236.85406876,1247.6073138449735
2023,Mississippi,37809562.05485678,2940988.0706546446,291826276.70859337,1276.172769643147
2024,Mississippi,38675178.057281494,2944279.738142143,297264316.5631161,1304.7382254413283
2025,Mississippi,39540794.05970597,2947571.4056296414,302702356.4176388,1333.3036812395017
2026,Mississippi,40406410.06213069,2950863.073117139,308140396.2721634,1361.8691370376828
2027,Mississippi,41272026.06455517,2954154.740604637,313578436.1266861,1390.4345928358562
2028,Mississippi,42137642.066979885,2957446.4080921356,319016475.9812107,1419.0000486340377
2029,Mississippi,43003258.0694046,2960738.075579633,324454515.8357334,1447.5655044322189
2030,Mississippi,43868874.07182908,2964029.7430671314,329892555.6902561,1476.1309602303922
2031,Mississippi,44734490.0742538,2967321.4105546298,335330595.54478073,1504.6964160285743
2032,Mississippi,45600106.076678276,2970613.078042128,340768635.39930344,1533.261871826747
2033,Mississippi,46465722.07910299,2973904.7455296256,346206675.25382614,1561.8273276249288
2034,Mississippi,47331338.08152747,2977196.413017124,351644715.10835075,1590.3927834231015
2035,Mississippi,48196954.08395219,2980488.0805046223,357082754.96287346,1618.9582392212833
2036,Mississippi,49062570.08637667,2983779.7479921198,362520794.8173981,1647.523695019457
2037,Mississippi,49928186.088801384,2987071.415479618,367958834.6719208,1676.0891508176378
2038,Mississippi,50793802.0912261,2990363.0829671165,373396874.5264435,1704.6546066158194
2039,Mississippi,51659418.09365058,2993654.750454615,378834914.3809681,1733.2200624139925
2040,Mississippi,52525034.0960753,2996946.4179421123,384272954.2354908,1761.7855182121739
2020,Missouri,67379129.41354752,6621513.883353531,714778549.7802696,1097.8406879983327
2021,Missouri,69001632.82315493,6681968.421995759,729455004.5461426,1121.840290360347
2022,Missouri,70624136.23276234,6742422.960637972,744131459.3120155,1145.8398927223625
2023,Missouri,72246639.64236975,6802877.4992801845,758807914.0778923,1169.8394950843776
2024,Missouri,73869143.05197763,6863332.037922412,773484368.8437653,1193.8390974464005
2025,Missouri,75491646.46158504,6923786.576564625,788160823.6096382,1217.8386998084156
2026,Missouri,77114149.87119246,6984241.115206853,802837278.3755112,1241.8383021704308
2027,Missouri,78736653.28079987,7044695.653849065,817513733.1413841,1265.837904532446
2028,Missouri,80359156.69040775,7105150.192491278,832190187.9072609,1289.8375068944692
2029,Missouri,81981660.10001516,7165604.731133506,846866642.6731339,1313.8371092564844
2030,Missouri,83604163.50962257,7226059.269775718,861543097.4390068,1337.8367116185
2031,Missouri,85226666.91922998,7286513.808417931,876219552.2048798,1361.8363139805156
2032,Missouri,86849170.3288374,7346968.347060159,890896006.9707527,1385.83591634253
2033,Missouri,88471673.73844528,7407422.885702372,905572461.7366257,1409.8355187045531
2034,Missouri,90094177.14805269,7467877.424344599,920248916.5025024,1433.8351210665683
2035,Missouri,91716680.5576601,7528331.962986812,934925371.2683754,1457.8347234285832
2036,Missouri,93339183.96726751,7588786.501629025,949601826.0342484,1481.8343257905988
2037,Missouri,94961687.3768754,7649241.040271252,964278280.8001213,1505.8339281526214
2038,Missouri,96584190.78648281,7709695.578913465,978954735.5659943,1529.8335305146368
2039,Missouri,98206694.19609022,7770150.117555693,993631190.3318672,1553.8331328766515
2040,Missouri,99829197.60569763,7830604.656197906,1008307645.097744,1577.8327352386668
2020,Montana,13506444.158205748,1011340.6247537509,116598446.73435402,1341.460695519943
2021,Montana,13843396.726776838,1015331.8413017131,119077826.1857853,1372.898779274313
2022,Montana,14180349.29534781,1019323.0578496745,121557205.63721752,1404.3368630286714
2023,Montana,14517301.863918781,1023314.2743976368,124036585.08864975,1435.7749467830292
2024,Montana,14854254.432489753,1027305.4909455981,126515964.54008198,1467.213030537387
2025,Montana,15191207.001060724,1031296.7074935604,128995343.9915142,1498.651114291745
2026,Montana,15528159.569631815,1035287.9240415217,131474723.44294548,1530.089198046115
2027,Montana,15865112.138202786,1039279.140589484,133954102.89437771,1561.527281800473
2028,Montana,16202064.706773758,1043270.3571374454,136433482.34580994,1592.9653655548311
2029,Montana,16539017.27534473,1047261.5736854076,138912861.79724216,1624.4034493091888
2030,Montana,16875969.8439157,1051252.790233369,141392241.2486744,1655.8415330635473
2031,Montana,17212922.41248679,1055244.0067813313,143871620.70010567,1687.2796168179166
2032,Montana,17549874.981057763,1059235.2233292926,146351000.1515379,1718.7177005722747
2033,Montana,17886827.549628735,1063226.439877255,148830379.60297012,1750.1557843266323
2034,Montana,18223780.118199706,1067217.6564252162,151309759.05440235,1781.593868080991
2035,Montana,18560732.686770678,1071208.8729731785,153789138.50583458,1813.0319518353485
2036,Montana,18897685.25534177,1075200.0895211399,156268517.95726585,1844.4700355897185
2037,Montana,19234637.82391274,1079191.3060691021,158747897.40869808,1875.9081193440763
2038,Montana,19571590.39248371,1083182.5226170635,161227276.8601303,1907.3462030984347
2039,Montana,19908542.961054683,1087173.7391650258,163706656.31156254,1938.7842868527925
2040,Montana,20245495.529625654,1091164.955712987,166186035.76299477,1970.2223706071504
2020,Nebraska,26541218.366419315,1983365.2865206823,259872249.58327103,1410.2521645866864
2021,Nebraska,27221344.1430521,1998164.632330656,265587077.58751297,1443.8035045618008
2022,Nebraska,27901469.919684887,2012963.978140626,271301905.5917568,1477.354844536917
2023,Nebraska,28581595.696317673,2027763.3239505962,277016733.59599876,1510.9061845120332
2024,Nebraska,29261721.47295046,2042562.66976057,282731561.6002426,1544.4575244871485
2025,Nebraska,29941847.249583244,2057362.01557054,288446389.60448456,1578.0088644622638
2026,Nebraska,30621973.02621627,2072161.36138051,294161217.6087284,1611.560204437391
2027,Nebraska,31302098.802849054,2086960.70719048,299876045.61297226,1645.111544412507
2028,Nebraska,31982224.57948184,2101760.053000454,305590873.6172142,1678.6628843876206
2029,Nebraska,32662350.356114626,2116559.398810424,311305701.62145805,1712.2142243627368
2030,Nebraska,33342476.13274741,2131358.744620394,317020529.6257,1745.765564337854
2031,Nebraska,34022601.9093802,2146158.0904303677,322735357.62994385,1779.3169043129683
2032,Nebraska,34702727.68601322,2160957.436240338,328450185.6341877,1812.8682442880936
2033,Nebraska,35382853.46264601,2175756.782050308,334165013.63842964,1846.4195842632116
2034,Nebraska,36062979.23927879,2190556.1278602816,339879841.6426735,1879.9709242383278
2035,Nebraska,36743105.01591158,2205355.4736702517,345594669.64691544,1913.5222642134404
2036,Nebraska,37423230.792544365,2220154.8194802217,351309497.6511593,1947.0736041885584
2037,Nebraska,38103356.56917715,2234954.1652901955,357024325.65540314,1980.6249441636746
2038,Nebraska,38783482.34580994,2249753.5111001655,362739153.6596451,2014.1762841387872
2039,Nebraska,39463608.12244296,2264552.8569101356,368453981.66388893,2047.7276241139143
2040,Nebraska,40143733.89907575,2279352.2027201094,374168809.6681309,2081.2789640890305
2020,Nevada,48874606.00090933,3373445.234543115,385838395.9690857,1663.985449238161
2021,Nevada,50221082.739809036,3441831.6732459366,395483186.84649277,1698.7296491139869
2022,Nevada,51567559.478708744,3510218.111948788,405127977.72389984,1733.4738489898173
2023,Nevada,52914036.21760845,3578604.55065161,414772768.6013031,1768.2180488656431
2024,Nevada,54260512.95650864,3646990.9893544316,424417559.4787102,1802.9622487414772
2025,Nevada,55606989.695408344,3715377.428057283,434062350.35611725,1837.7064486173076
2026,Nevada,56953466.43430805,3783763.866760105,443707141.2335205,1872.4506484931335
2027,Nevada,58299943.17320776,3852150.3054629564,453351932.1109276,1907.194848368964
2028,Nevada,59646419.912107944,3920536.744165778,462996722.98833084,1941.939048244797
2029,Nevada,60992896.65100765,3988923.1828686,472641513.8657379,1976.683248120623
2030,Nevada,62339373.38990736,4057309.6215714514,482286304.743145,2011.4274479964533
2031,Nevada,63685850.128807545,4125696.060274273,491931095.62054825,2046.1716478722865
2032,Nevada,65032326.86770725,4194082.4989771247,501575886.4979553,2080.915847748118
2033,Nevada,66378803.60660696,4262468.937679946,511220677.3753624,2115.6600476239437
2034,Nevada,67725280.34550667,4330855.376382768,520865468.25276566,2150.4042474997686
2035,Nevada,69071757.08440685,4399241.81508562,530510259.1301727,2185.148447375608
2036,Nevada,70418233.82330656,4467628.253788441,540155050.007576,2219.892647251433
2037,Nevada,71764710.56220627,4536014.692491293,549799840.8849831,2254.6368471272635
2038,Nevada,73111187.30110598,4604401.131194115,559444631.7623901,2289.3810470030885
2039,Nevada,74457664.04000616,4672787.569896936,569089422.6397934,2324.1252468789226
2040,Nevada,75804140.77890587,4741174.008599788,578734213.5172005,2358.869446754754
2020,New Hampshire,14852045.764509737,956383.176428251,180537418.5482645,1203.9021492438803
2021,New Hampshire,15114570.389452934,933167.7204500735,183262892.10486412,1228.2031487497804
2022,New Hampshire,15377095.014396071,909952.264471896,185988365.66146374,1252.5041482556762
2023,New Hampshire,15639619.639339268,886736.808493711,188713839.2180624,1276.805147761578
2024,New Hampshire,15902144.264282465,863521.3525155336,191439312.77466202,1301.1061472674778
2025,New Hampshire,16164668.889225602,840305.8965373561,194164786.33126163,1325.4071467733734
2026,New Hampshire,16427193.514168799,817090.4405591786,196890259.88786125,1349.7081462792737
2027,New Hampshire,16689718.139111936,793874.9845810011,199615733.44446087,1374.0091457851693
2028,New Hampshire,16952242.764055133,770659.5286028236,202341207.0010605,1398.3101452910694
2029,New Hampshire,17214767.38899833,747444.0726246461,205066680.5576601,1422.6111447969693
2030,New Hampshire,17477292.013941467,724228.6166464612,207792154.11425972,1446.9121443028666
2031,New Hampshire,17739816.638884664,701013.1606682837,210517627.67085838,1471.2131438087667
2032,New Hampshire,18002341.2638278,677797.7046901062,213243101.227458,1495.5141433146623
2033,New Hampshire,18264865.888770998,654582.2487119287,215968574.78405762,1519.8151428205626
2034,New Hampshire,18527390.513714194,631366.7927337512,218694048.34065723,1544.1161423264628
2035,New Hampshire,18789915.13865733,608151.3367555737,221419521.89725685,1568.4171418323583
2036,New Hampshire,19052439.76360053,584935.8807773963,224144995.45385647,1592.7181413382582
2037,New Hampshire,19314964.388543665,561720.4247992188,226870469.0104561,1617.0191408441542
2038,New Hampshire,19577489.013486862,538504.9688210338,229595942.56705475,1641.3201403500557
2039,New Hampshire,19840013.63843006,515289.51284285635,232321416.12365437,1665.6211398559558
2040,New Hampshire,20102538.263373196,492074.05686467886,235046889.68025398,1689.9221393618516
2020,New Jersey,136352095.01439667,9647058.23408851,1756637842.8549652,1515.885584860077
2021,New Jersey,139421310.04697704,9726181.053341419,1794174803.0004425,1546.8941242881356
