,Year,state,Money spent on C and J (Billion),Population,Revenue,Money spent by tax payers
1884,1992,West Virginia,5300000.0,1805462.0,86900000.0,291.6981914
1885,1993,West Virginia,5500000.0,1816179.0,92200000.0,305.3828945
1886,1994,West Virginia,6500000.0,1818490.0,98800000.00000001,354.8273568
1887,1995,West Virginia,6899999.999999999,1820560.0,103600000.0,379.8171991
1888,1996,West Virginia,7400000.0,1818983.0,107300000.0,406.9086957
1889,1997,West Virginia,7700000.0,1815588.0,112700000.0,421.3951623
1890,1998,West Virginia,8400000.0,1811688.0,116700000.0,463.9540583
1891,1999,West Virginia,8900000.0,1806928.0,122500000.0,493.5448452
1892,2000,West Virginia,9900000.0,1807021.0,128900000.0,545.2841998
1894,2002,West Virginia,11700000.0,1805414.0,126500000.0,648.0508072
1896,2004,West Virginia,11399999.999999998,1816438.0,129300000.0,627.601933
1897,2005,West Virginia,11700000.0,1820492.0,145100000.0,642.6834065
1898,2006,West Virginia,12400000.0,1827912.0,156100000.0,678.3696371
1899,2007,West Virginia,13000000.0,1834052.0,160600000.0,708.8130544
1900,2008,West Virginia,14000000.0,1840310.0,164400000.0,760.7413968
1901,2009,West Virginia,15200000.0,1847775.0,152500000.0,822.6109781
1902,2010,West Virginia,16000000.0,1854239.0,154300000.0,862.887686
1903,2011,West Virginia,16600000.0,1856301.0,163900000.0,894.2515249
1904,2012,West Virginia,17100000.0,1856872.0,167399999.99999997,920.903541
1905,2013,West Virginia,17700000.0,1853914.0,177600000.00000003,954.7368432
1906,2014,West Virginia,17300000.0,1849489.0,184600000.0,935.393506
1907,2015,West Virginia,20099999.999999996,1842050.0,190500000.0,1091.175592
1908,2016,West Virginia,20600000.0,1831023.0,182900000.0,1125.054136
1909,2017,West Virginia,18100000.0,1817004.0,72200000.0,996.1453029
1914,1983,Wisconsin,13300000.0,4721438.0,172800000.0,281.6938399
1915,1984,Wisconsin,13899999.999999998,4735563.0,191100000.0,293.5237056
1916,1985,Wisconsin,15200000.0,4747767.0,203700000.0,320.1505044
1917,1986,Wisconsin,15300000.0,4755618.0,213600000.0,321.7247474
1918,1987,Wisconsin,18800000.0,4777919.0,231900000.0,393.4767417
1919,1988,Wisconsin,20099999.999999996,4822388.0,249300000.0,416.8059476
1920,1989,Wisconsin,21800000.0,4856574.0,269400000.0,448.8761007
1921,1990,Wisconsin,24400000.0,4902265.0,283900000.0,497.7291109
1922,1991,Wisconsin,26600000.0,4952675.0,300500000.0,537.0834953
1923,1992,Wisconsin,29900000.000000004,5004636.0,315400000.0,597.446048
1924,1993,Wisconsin,32200000.000000004,5055318.0,343200000.0,636.9530067
1925,1994,Wisconsin,33900000.0,5095504.0,374600000.0,665.2923832
1926,1995,Wisconsin,36800000.0,5137004.0,398400000.00000006,716.3708652
1927,1996,Wisconsin,39400000.0,5173828.0,424300000.0,761.5251222
1928,1997,Wisconsin,41200000.0,5200235.0,451200000.0,792.2718877
1929,1998,Wisconsin,43099999.99999999,5222124.0,484300000.0,825.3346723
1930,1999,Wisconsin,46900000.00000001,5250446.0,505800000.0,893.257449
1931,2000,Wisconsin,49900000.0,5373999.0,543800000.0,928.5450183
1933,2002,Wisconsin,57100000.0,5445162.0,519600000.0,1048.637304
1935,2004,Wisconsin,62600000.0,5514026.0,539800000.0,1135.286631
1936,2005,Wisconsin,56500000.0,5546166.0,589700000.0,1018.721762
1937,2006,Wisconsin,59700000.0,5577655.0,637700000.0,1070.342285
1938,2007,Wisconsin,62200000.0,5610775.0,667300000.0,1108.581257
1939,2008,Wisconsin,65800000.0,5640996.0,668100000.0,1166.460675
1940,2009,Wisconsin,70900000.0,5669264.0,607400000.0,1250.603253
1941,2010,Wisconsin,71000000.0,5690475.0,610900000.0,1247.699006
1942,2011,Wisconsin,71700000.0,5705288.0,641400000.0,1256.728845
1943,2012,Wisconsin,76600000.0,5719960.0,667700000.0,1339.170204
1944,2013,Wisconsin,70100000.0,5736754.0,724700000.0,1221.945372
1945,2014,Wisconsin,76500000.0,5751525.0,751700000.0,1330.082022
1946,2015,Wisconsin,78700000.0,5760940.0,789700000.0,1366.096505
1947,2016,Wisconsin,80100000.0,5772628.0,796500000.0,1387.582917
1948,2017,Wisconsin,72400000.0,5790186.0,284000000.0,1250.391611
1953,1983,Wyoming,1700000.0000000002,510345.0,26400000.0,333.4802927
1954,1984,Wyoming,1900000.0,504896.0,27100000.0,380.5932311
1955,1985,Wyoming,1800000.0,499695.0,28100000.0,360.8401125
1956,1986,Wyoming,2000000.0,495633.0,27500000.0,402.0918704
1957,1987,Wyoming,2000000.0,476965.0,25299999.999999996,421.7500236
1958,1988,Wyoming,1800000.0,465101.0,24300000.0,394.946474
1959,1989,Wyoming,2100000.0,458374.0,25500000.0,457.0067238
1960,1990,Wyoming,2200000.0,453401.0,27000000.0,481.5825285
1961,1991,Wyoming,2400000.0,457739.0,28400000.0,518.9638637
1962,1992,Wyoming,2900000.0,463491.0,29500000.0,623.313074
1963,1993,Wyoming,2500000.0,469033.0,30900000.0,528.7474442
1964,1994,Wyoming,2600000.0,474982.0,33800000.0,544.3785238
1965,1995,Wyoming,2700000.0,478447.0,34200000.0,572.7907166
1966,1996,Wyoming,2900000.0,480085.0,36700000.0,603.6431049
1967,1997,Wyoming,3000000.0,480031.0,39900000.0,630.6884347
1968,1998,Wyoming,3100000.0,480045.0,43900000.0,652.6471477
1969,1999,Wyoming,3700000.0,479602.0,45400000.0,767.8450048
1970,2000,Wyoming,3900000.0,494300.0,51500000.0,792.8383573
1972,2002,Wyoming,4900000.0,500017.0,50599999.99999999,978.3467362
1974,2004,Wyoming,6000000.0,509106.0,56000000.0,1168.872494
1975,2005,Wyoming,7000000.0,514157.00000000006,67400000.0,1363.669074
1976,2006,Wyoming,6700000.0,522667.00000000006,84100000.0,1283.685406
1977,2007,Wyoming,7200000.0,534876.0,91800000.0,1349.041647
1978,2008,Wyoming,8100000.000000001,546043.0,97600000.0,1478.308485
1979,2009,Wyoming,9000000.0,559851.0,87800000.0,1602.515669
1980,2010,Wyoming,8800000.0,564487.0,83000000.0,1551.532631
1981,2011,Wyoming,8800000.0,567299.0,87200000.0,1543.524667
1982,2012,Wyoming,9000000.0,576305.0,96199999.99999999,1566.132517
1983,2013,Wyoming,9100000.0,582122.0,100500000.0,1566.166542
1984,2014,Wyoming,9100000.0,582531.0,106800000.0,1569.719036
1985,2015,Wyoming,9300000.0,585613.0,109600000.00000001,1582.273618
1986,2016,Wyoming,9700000.0,584215.0,98400000.0,1656.171101
1987,2017,Wyoming,14900000.0,578931.0,27300000.0,2573.709129
